raw_addr,unit,dir,street_name,suffix,scrap
1752 W CHASE,1752,W,CHASE,,
1752 W CORTEZ,1752,W,CORTEZ,,
1752 W DIVISION,1752,W,DIVISION,,
1752 W GREGORY,1752,W,GREGORY,,
1752 W LUNT,1752,W,LUNT,,
1752 W RASCHER,1752,W,RASCHER,,
1752 W ROSCOE,1752,W,ROSCOE,,
1752 W SUPERIOR,1752,W,SUPERIOR,,
1753 N CLARK,1753,N,CLARK,,
1753 N SEDGWICK,1753,N,SEDGWICK,,
1753 N WASHTENAW,1753,N,WASHTENAW,,
1753 S WOOD,1753,S,WOOD,,
1753 W BARRY,1753,W,BARRY,,
1753 W LUNT,1753,W,LUNT,,
1754 E 79TH ST,1754,E,79TH,ST,
1754  MORGAN,1754,,MORGAN,,
1754 N AUSTIN,1754,N,AUSTIN,,
1754 N CLARK,1754,N,CLARK,,
1754 N MONTICELLO,1754,N,MONTICELLO,,
1754 N SAWYER,1754,N,SAWYER,,
1754 N SEDGWICK,1754,N,SEDGWICK,,
1754 W BEACH,1754,W,BEACH,,
1754 W BELMONT,1754,W,BELMONT,,
1754 W CONGRESS PARKWAY,1754,W,CONGRESS,PARKWAY,
1754 W DIVISION,1754,W,DIVISION,,
1754 W LEMOYNE,1754,W,LEMOYNE,,
1754 W LUNT,1754,W,LUNT,,
1754 W WILSON,1754,W,WILSON,,
1755 E 55TH ST,1755,E,55TH,ST,
1755 E 55TH STREET,1755,E,55TH,STREET,
1755 N CLARK,1755,N,CLARK,,
1755 N LARRABEE,1755,N,LARRABEE,,
1755 N NORTH PARK,1755,N,NORTH,PARK,
1755 N STOCKTON,1755,N,STOCKTON,,
1755 N TALMAN,1755,N,TALMAN,,
1755 N WOLCOTT,1755,N,WOLCOTT,,
1755 W DEVON,1755,W,DEVON,,
1755 W DIVISION,1755,W,DIVISION,,
1755 W HURON,1755,W,HURON,,
1755 W LUNT,1755,W,LUNT,,
1755 W LUNT AVE,1755,W,LUNT,AVE,
1755 W NEWPORT,1755,W,NEWPORT,,
1755 W WAVELAND,1755,W,WAVELAND,,
1756 E 56TH ST,1756,E,56TH,ST,
1756 N CENTRAL,1756,N,CENTRAL,,
1756 N HUMBOLDT,1756,N,HUMBOLDT,,
1756 N NORTH PARK,1756,N,NORTH,PARK,
1756 N PAULINA,1756,N,PAULINA,,
1756 N RICHMOND,1756,N,RICHMOND,,
1756 N ST LOUIS,1756,N,ST LOUIS,,
1756 N WILMOT,1756,N,WILMOT,,
1756 S MICHIGAN,1756,S,MICHIGAN,,
1756 S WOODS,1756,S,WOODS,,
1756 W 52ND ST,1756,W,52ND,ST,
1756 W CONGRESS,1756,W,CONGRESS,,
1756 W CONGRESS PKWY,1756,W,CONGRESS,PKWY,
1756 W DIVISION,1756,W,DIVISION,,
1756 W EDMARIE,1756,W,EDMARIE,,
1756 W LAWRENCE,1756,W,LAWRENCE,,
1756 W SUPERIOR,1756,W,SUPERIOR,,
1757  CLARK,1757,,CLARK,,
1757 N MENARD,1757,N,MENARD,,
1757 N ROGERS,1757,N,ROGERS,,
1757 W CHICAGO,1757,W,CHICAGO,,
1757 W LEMOYNE,1757,W,LEMOYNE,,
1757 W LUNT,1757,W,LUNT,,
1757 W PEARSON,1757,W,PEARSON,,
1757 W PIERCE,1757,W,PIERCE,,
1757 W ROSCOE,1757,W,ROSCOE,,
1757 W TOUHY,1757,W,TOUHY,,
1758 N DRAKE,1758,N,DRAKE,,
1758 N KINGSBURY,1758,N,KINGSBURY,,
1758 N MEADE,1758,N,MEADE,,
1758 N MELVINA,1758,N,MELVINA,,
1758 N WINCHESTER,1758,N,WINCHESTER,,
1758 S MICHIGAN,1758,S,MICHIGAN,,
1758 W 19TH ST,1758,W,19TH,ST,
1758 W 48TH,1758,W,48TH,,
1758 W 57TH ST,1758,W,57TH,ST,
1758 W AUGUSTA,1758,W,AUGUSTA,,
1758 W CONGRESS PKWY,1758,W,CONGRESS,PKWY,
1758 W KEDVALE,1758,W,KEDVALE,,
1758 W MONTROSE,1758,W,MONTROSE,,
1758 W SUPERIOR,1758,W,SUPERIOR,,
1759 N CLARK,1759,N,CLARK,,
1759 N GREENLEAF,1759,N,GREENLEAF,,
1759 N KARLOV,1759,N,KARLOV,,
1759 N MASON,1759,N,MASON,,
1759 N SEDGWICK,1759,N,SEDGWICK,,
1759 S LEAVITT,1759,S,LEAVITT,,
1759 S MICHIGAN,1759,S,MICHIGAN,,
1759 S MORGAN,1759,S,MORGAN,,
1759 S PRAIRIE,1759,S,PRAIRIE,,
1759 W 47TH ST,1759,W,47TH,ST,
1759 W BELMONT,1759,W,BELMONT,,
1759 W DIVISION,1759,W,DIVISION,,
1759 W LELAND,1759,W,LELAND,,
1759 W NORTH SHORE,1759,W,NORTH,SHORE,
1759 W PIERCE,1759,W,PIERCE,,
1759 W ROSEHILL DRIVE,1759,W,ROSEHILL,DRIVE,
175 E CHESTNUT,175,E,CHESTNUT,,
175 N COLUMBUS,175,N,COLUMBUS,,
175 N FRANKLIN,175,N,FRANKLIN,,
175 N STATE,175,N,STATE,,
175 N STETSON,175,N,STETSON,,
175 N WABASH,175,N,WABASH,,
175 N WELLS,175,N,WELLS,,
175 S DESPLAINES,175,S,DESPLAINES,,
175 W ILLINOIS,175,W,ILLINOIS,,
175 W JACKSON,175,W,JACKSON,,
175 W LAKE,175,W,LAKE,,
175 W MONROE,175,W,MONROE,,
1760 N CLARK,1760,N,CLARK,,
1760 N WELLS,1760,N,WELLS,,
1760 W ALBION,1760,W,ALBION,,
1760 W LAWRENCE,1760,W,LAWRENCE,,
1760 W LUNT,1760,W,LUNT,,
1761 N CLYBOURN,1761,N,CLYBOURN,,
1761 N NORTHPARK,1761,N,NORTHPARK,,
1761 W BARRY,1761,W,BARRY,,
1761 W BERTEAU,1761,W,BERTEAU,,
1761 W HOWARD,1761,W,HOWARD,,
1762 W 90TH ST,1762,W,90TH,ST,
1762 W GREENLEAF,1762,W,GREENLEAF,,
1762 W LUNT,1762,W,LUNT,,
1763 E 56TH ST,1763,E,56TH,ST,
1763 N KILDARE,1763,N,KILDARE,,
1763 W ARMITAGE,1763,W,ARMITAGE,,
1763 W GREENLEAF,1763,W,GREENLEAF,,
1764 N CLARK,1764,N,CLARK,,
1764 N HOYNE,1764,N,HOYNE,,
1764 W GRANVILLE,1764,W,GRANVILLE,,
1764 W GREENLEAF,1764,W,GREENLEAF,,
1764 W WINNEMAC,1764,W,WINNEMAC,,
1765 N ARTESIAN,1765,N,ARTESIAN,,
1765 W ARMITAGE,1765,W,ARMITAGE,,
1765  WELLS,1765,,WELLS,,
1765 W ESTES,1765,W,ESTES,,
1766 N CLARK,1766,N,CLARK,,
1766 N WELLS,1766,N,WELLS,,
1766 W ALTGELD,1766,W,ALTGELD,,
1767 N MARCEY,1767,N,MARCEY,,
1768 N WHIPPLE,1768,N,WHIPPLE,,
1768 W GREENLEAF,1768,W,GREENLEAF,,
1769 N CLYBOURN,1769,N,CLYBOURN,,
1769 W GREENLEAF,1769,W,GREENLEAF,,
176 E CHESTNUT,176,E,CHESTNUT,,
176 N WABASH,176,N,WABASH,,
176 W ADAMS,176,W,ADAMS,,
176 W DELAWARE,176,W,DELAWARE,,
176 W WASHINGTON,176,W,WASHINGTON,,
1770 W GREENLEAF,1770,W,GREENLEAF,,
1771 W LUNT,1771,W,LUNT,,
1772 W ESTES,1772,W,ESTES,,
1772 W HIGHLAND,1772,W,HIGHLAND,,
1773 W HIGHLAND,1773,W,HIGHLAND,,
1773 W LUNT AVE,1773,W,LUNT,AVE,
1775 W GREENLEAF,1775,W,GREENLEAF,,
1775 W HIGHLAND,1775,W,HIGHLAND,,
1776 W ESTES,1776,W,ESTES,,
177 E CHESTNUT,177,E,CHESTNUT,,
177 E LAKE SHORE DR,177,E,LAKE SHORE,DR,
177 N ILLINOIS,177,N,ILLINOIS,,
177 W ILLINOIS,177,W,ILLINOIS,,
177 W LAKE,177,W,LAKE,,
1781 W HOWARD,1781,W,HOWARD,,
178 E LAKESHORE,178,E,LAKESHORE,,
178 N FRANKLIN,178,N,FRANKLIN,,
178 N WABASH,178,N,WABASH,,
178 N WACKER,178,N,WACKER,,
178 W ADAMS,178,W,ADAMS,,
178 W OAK,178,W,OAK,,
178 W WABASH,178,W,WABASH,,
1790 W BEACH,1790,W,BEACH,,
1790 W GREENLEAF,1790,W,GREENLEAF,,
1791 W HOWARD,1791,W,HOWARD,,
1798 W VAN BUREN,1798,W,VAN BUREN,,
1799 N CLARK,1799,N,CLARK,,
179 E CHESTNUT,179,E,CHESTNUT,,
179 E LAKE SHORE DR,179,E,LAKE SHORE,DR,
179 E LAKE SHORE DRIVE,179,E,LAKE SHORE,DRIVE,
179 E LSD,179,E,LSD,,
179 N BEAUBLEN,179,N,BEAUBLEN,,
179 N COLUMBUS,179,N,COLUMBUS,,
179 N STETSON,179,N,STETSON,,
179 N WABASH,179,N,WABASH,,
179 W MADISON,179,W,MADISON,,
179 W ONTARIO,179,W,ONTARIO,,
17 E 33RD,17,E,33RD,,
17 E 9TH ST,17,E,9TH,ST,
17 E BELLEVUE,17,E,BELLEVUE,,
17 E CEDAR,17,E,CEDAR,,
17 E DELAWARE,17,E,DELAWARE,,
17 E ELM,17,E,ELM,,
17 E HUBBARD,17,E,HUBBARD,,
17 E HURON,17,E,HURON,,
17 E LAKE,17,E,LAKE,,
17 E MONROE,17,E,MONROE,,
17 E OHIO,17,E,OHIO,,
17 E ONTARIO,17,E,ONTARIO,,
17 E PEARSON,17,E,PEARSON,,
17 E WALTON ST,17,E,WALTON,ST,
17 N AUSTIN,17,N,AUSTIN,,
17 N CALHOUN,17,N,CALHOUN,,
17 N CANAL,17,N,CANAL,,
17 N DEARBORN,17,N,DEARBORN,,
17 N LONG,17,N,LONG,,
17 N PEORIA,17,N,PEORIA,,
17 N PULASKI,17,N,PULASKI,,
17 N STATE,17,N,STATE,,
17 N WABASH,17,N,WABASH,,
17 N WELLS,17,N,WELLS,,
17 S CLARK,17,S,CLARK,,
17 S GREEN ST,17,S,GREEN,ST,
17 S LASALLE,17,S,LASALLE,,
17 S SANGAMON,17,S,SANGAMON,,
17 W 114TH ST,17,W,114TH,ST,
17 W ADAMS,17,W,ADAMS,,
17 W CHESTNUT,17,W,CHESTNUT,,
17 W GRAND,17,W,GRAND,,
17 W HUBBARD,17,W,HUBBARD,,
17 W MONROE,17,W,MONROE,,
17 W OAK,17,W,OAK,,
17 W OAK ST,17,W,OAK,ST,
17 W VAN BUREN,17,W,VAN BUREN,,
17 W WALTON,17,W,WALTON,,
17 W WALTON ST,17,W,WALTON,ST,
17 W WASHINGTON,17,W,WASHINGTON,,
1800  ASHLAND,1800,,ASHLAND,,
1800 N BURLING,1800,N,BURLING,,
1800 N CENTRAL,1800,N,CENTRAL,,
1800 N CLYBOURN,1800,N,CLYBOURN,,
1800 N DAYTON,1800,N,DAYTON,,
1800 N FAIRFIELS,1800,N,FAIRFIELS,,
1800 N KARLOV,1800,N,KARLOV,,
1800 N KIMBALL,1800,N,KIMBALL,,
1800 N KOSTNER,1800,N,KOSTNER,,
1800 N LAWNDALE,1800,N,LAWNDALE,,
1800 N LINDER,1800,N,LINDER,,
1800 N MASON,1800,N,MASON,,
1800 N ORLEANSST,1800,N,ORLEANSST,,
1800 N SEDGWICK,1800,N,SEDGWICK,,
1800 S BLUE ISLAND,1800,S,BLUE,ISLAND,
1800 S CALIFORNIA,1800,S,CALIFORNIA,,
1800 S CALUMET,1800,S,CALUMET,,
1800 S CARPENTER,1800,S,CARPENTER,,
1800 S DAN RYAN,1800,S,DAN RYAN,,
1800 S FAIRFIELD,1800,S,FAIRFIELD,,
1800 S HOYNE,1800,S,HOYNE,,
1800 S INDIANA,1800,S,INDIANA,,
1800 S KARLOV,1800,S,KARLOV,,
1800 S LAKE SHORE DR,1800,S,LAKE SHORE,DR,
1800 S LOOMIS,1800,S,LOOMIS,,
1800 S MICHIGAN,1800,S,MICHIGAN,,
1800 S PAULINA,1800,S,PAULINA,,
1800 S RACINE,1800,S,RACINE,,
1800 S THROOP,1800,S,THROOP,,
1800 W 35TH ST,1800,W,35TH,ST,
1800 W 67TH ST,1800,W,67TH,ST,
1800 W BYRON,1800,W,BYRON,,
1800 W CONGRESS,1800,W,CONGRESS,,
1800 W CONGRESS PKWY,1800,W,CONGRESS,PKWY,
1800 W GRACE,1800,W,GRACE,,
1800 W JUNEWAY TREE,1800,W,JUNEWAY TREE,,
1800 W LATROBE,1800,W,LATROBE,,
1800 W LELAND,1800,W,LELAND,,
1800 W MORSE,1800,W,MORSE,,
1800 W POLK,1800,W,POLK,,
1800 W POLK ST,1800,W,POLK,ST,
1800 W PRATT,1800,W,PRATT,,
1800 W TAYLOR ST,1800,W,TAYLOR,ST,
1800 W WASHTENAW,1800,W,WASHTENAW,,
1801 E 78TH ST,1801,E,78TH,ST,
1801  HOOD,1801,,HOOD,,
1801  KEELER,1801,,KEELER,,
1801 N CLARK,1801,N,CLARK,,
1801 N CLYBOURN,1801,N,CLYBOURN,,
1801 N HALSTED ST,1801,N,HALSTED,ST,
1801 N KARLOV,1801,N,KARLOV,,
1801 N KINGSBURY,1801,N,KINGSBURY,,
1801 N LARCHMONT,1801,N,LARCHMONT,,
1801 N LINDER,1801,N,LINDER,,
1801 N LOTUS,1801,N,LOTUS,,
1801 N LUNA,1801,N,LUNA,,
1801 N MASON,1801,N,MASON,,
1801 N PULASKI,1801,N,PULASKI,,
1801 N ROCKWELL,1801,N,ROCKWELL,,
1801 N STOCKTON,1801,N,STOCKTON,,
1801 N WELLS,1801,N,WELLS,,
1801 S ALLPORT,1801,S,ALLPORT,,
1801 S ASHLAND,1801,S,ASHLAND,,
1801 S BISHOP,1801,S,BISHOP,,
1801 S LAFLIN,1801,S,LAFLIN,,
1801 S MICHIGAN,1801,S,MICHIGAN,,
1801 S MORGAN,1801,S,MORGAN,,
1801 S OAKLEY,1801,S,OAKLEY,,
1801 S THROOP ST,1801,S,THROOP,ST,
1801 S WABASH,1801,S,WABASH,,
1801 W 37 ST,1801,W,37,ST,
1801 W CATALPA,1801,W,CATALPA,,
1801 W CERMAK,1801,W,CERMAK,,
1801 W CONGRESS,1801,W,CONGRESS,,
1801 W CORENLIA,1801,W,CORENLIA,,
1801 W IOWA,1801,W,IOWA,,
1801 W LARCHMONT,1801,W,LARCHMONT,,
1801 W SUNNYSIDE,1801,W,SUNNYSIDE,,
1801 W TAYLOR,1801,W,TAYLOR,,
1802  MONTROSE,1802,,MONTROSE,,
1802 N DAYTON,1802,N,DAYTON,,
1802 N HUMBOLDT,1802,N,HUMBOLDT,,
1802 N KARLOV,1802,N,KARLOV,,
1802 N MOZART,1802,N,MOZART,,
1802 N PULASKI,1802,N,PULASKI,,
1802 S ASHLAND,1802,S,ASHLAND,,
1802 S BISHOP,1802,S,BISHOP,,
1802 S INDIANA,1802,S,INDIANA,,
1802 S MICHIGAN,1802,S,MICHIGAN,,
1802 S PAULINA,1802,S,PAULINA,,
1802 S TROY,1802,S,TROY,,
1802 W 22NDPL,1802,W,22NDPL,,
1802 W 48TH ST,1802,W,48TH,ST,
1802 W 70TH ST,1802,W,70TH,ST,
1802 W CONGRESS,1802,W,CONGRESS,,
1802 W CONGRESS PKWY,1802,W,CONGRESS,PKWY,
1802 W EVERGREEN,1802,W,EVERGREEN,,
1802 W HARRISON,1802,W,HARRISON,,
1802 W ROSCOE,1802,W,ROSCOE,,
1803 E HARRISON,1803,E,HARRISON,,
1803 N CLARK,1803,N,CLARK,,
1803 N CLEVELAND,1803,N,CLEVELAND,,
1803 N DAYTON,1803,N,DAYTON,,
1803 N KEELER,1803,N,KEELER,,
1803 N SPAULDING,1803,N,SPAULDING,,
1803 S STATE,1803,S,STATE,,
1803 W 44TH ST,1803,W,44TH,ST,
1803 W BLOOMINGDALE,1803,W,BLOOMINGDALE,,
1803 W BYRON,1803,W,BYRON,,
1803 W CONG PKWY,1803,W,CONG,PKWY,
1803 W CONGRESS PKWY,1803,W,CONGRESS,PKWY,
1803 W CORTLAND,1803,W,CORTLAND,,
1803 W CULLERTON,1803,W,CULLERTON,,
1803 W JACKSON,1803,W,JACKSON,,
1803 W SUPERIOR,1803,W,SUPERIOR,,
1803 W WINNEMAC,1803,W,WINNEMAC,,
1804 N HOYNE,1804,N,HOYNE,,
1804 N HUDSON,1804,N,HUDSON,,
1804 S ASHLAND,1804,S,ASHLAND,,
1804 S DRAKE,1804,S,DRAKE,,
1804 S SANGAMON,1804,S,SANGAMON,,
1804 W 23RD ST,1804,W,23RD,ST,
1804 W 51ST,1804,W,51ST,,
1804 W ADDISON,1804,W,ADDISON,,
1804 W BELMONT,1804,W,BELMONT,,
1804 W BYRON,1804,W,BYRON,,
1804 W CONGRESS,1804,W,CONGRESS,,
1804 W CONGRSS,1804,W,CONGRSS,,
1804 W HADDON,1804,W,HADDON,,
1804 W SUPERIOR,1804,W,SUPERIOR,,
1805 E 67,1805,E,67,,
1805 E 71ST,1805,E,71ST,,
1805 E 72ND ST,1805,E,72ND,ST,
1805 N CAMPBELL,1805,N,CAMPBELL,,
1805 N CLARK,1805,N,CLARK,,
1805 N NATOMA,1805,N,NATOMA,,
1805 N ORLEANS,1805,N,ORLEANS,,
1805 N WELLS,1805,N,WELLS,,
1805 N WILMOT,1805,N,WILMOT,,
1805 S ASHLAND,1805,S,ASHLAND,,
1805 S CALUMET,1805,S,CALUMET,,
1805 S OAKLEY,1805,S,OAKLEY,,
1805 S ST LOUIS,1805,S,ST LOUIS,,
1805 W 105ST,1805,W,105ST,,
1805 W BELLE PLAINE,1805,W,BELLE PLAINE,,
1805 W CONGRESS,1805,W,CONGRESS,,
1805 W CONGRESS PKWY,1805,W,CONGRESS,PKWY,
1805 W ELLEN,1805,W,ELLEN,,
1805 W HARRISON,1805,W,HARRISON,,
1805 W RICE,1805,W,RICE,,
1806 N NEW CASTLE,1806,N,NEW CASTLE,,
1806 N ORLEANS,1806,N,ORLEANS,,
1806 N PAULINA,1806,N,PAULINA,,
1806 N WELLS,1806,N,WELLS,,
1806 N WOLCOTT,1806,N,WOLCOTT,,
1806 S DAMEN,1806,S,DAMEN,,
1806 S KEDZIE,1806,S,KEDZIE,,
1806 S KILDARE,1806,S,KILDARE,,
1806 S MICHIGAN,1806,S,MICHIGAN,,
1806 S SAREMENTO,1806,S,SAREMENTO,,
1806 S WOOD,1806,S,WOOD,,
1806 W 13TH,1806,W,13TH,,
1806 W CONGRESS,1806,W,CONGRESS,,
1806 W CONGRESS PARKWAY,1806,W,CONGRESS,PARKWAY,
1806 W CONGRESS PKWY,1806,W,CONGRESS,PKWY,
1806 W HADDON,1806,W,HADDON,,
1806 W HARRISON,1806,W,HARRISON,,
1806 W IRVING PARK ROAD,1806,W,IRVING PARK,ROAD,
1806 W MELROSE,1806,W,MELROSE,,
1806 W MONTROSE AVE,1806,W,MONTROSE,AVE,
1806 W NORTH,1806,W,NORTH,,
1806 W NORTH AVE,1806,W,NORTH,AVE,
1806 W TOUHY,1806,W,TOUHY,,
1806 W WINNEMAC,1806,W,WINNEMAC,,
1807 E 71ST PL,1807,E,71ST,PL,
1807 N 51ST,1807,N,51ST,,
1807 N CLARK,1807,N,CLARK,,
1807 N FAIRFIELD,1807,N,FAIRFIELD,,
1807 N KEDVALE,1807,N,KEDVALE,,
1807 N LATROBE,1807,N,LATROBE,,
1807 N PAULINA,1807,N,PAULINA,,
1807 S MORGAN,1807,S,MORGAN,,
1807 W 58TH ST,1807,W,58TH,ST,
1807 W CERMAK,1807,W,CERMAK,,
1807 W CONGRESS,1807,W,CONGRESS,,
1807  WINONA,1807,,WINONA,,
1807 W MONITOR,1807,W,MONITOR,,
1808 E 55TH ST,1808,E,55TH,ST,
1808 N BURLING,1808,N,BURLING,,
1808 N CLARK,1808,N,CLARK,,
1808 N CLYBOURN,1808,N,CLYBOURN,,
1808 N LINCOLN PARK WEST,1808,N,LINCOLN PARK,,WEST
1808 N MOZART,1808,N,MOZART,,
1808 N ROCKWELL,1808,N,ROCKWELL,,
1808 N SEDGWICK,1808,N,SEDGWICK,,
1808 N WELLS,1808,N,WELLS,,
1808 S ASHLAND,1808,S,ASHLAND,,
1808 S MICHIGAN AVE,1808,S,MICHIGAN,AVE,
1808 S PAULINA,1808,S,PAULINA,,
1808 S TROY,1808,S,TROY,,
1808 W 47TH ST,1808,W,47TH,ST,
1808 W CONGRESS PKWY,1808,W,CONGRESS,PKWY,
1808 W HARRISON,1808,W,HARRISON,,
1808 W LELAND,1808,W,LELAND,,
1808 W SUPERIOR,1808,W,SUPERIOR,,
1808 W THOMAS,1808,W,THOMAS,,
1809 N BURLING,1809,N,BURLING,,
1809 N CLARK,1809,N,CLARK,,
1809 N FRANCISCO,1809,N,FRANCISCO,,
1809 N MILWAUKEE,1809,N,MILWAUKEE,,
1809 N STOCKTON,1809,N,STOCKTON,,
1809 S BISHOP,1809,S,BISHOP,,
1809 S STATE,1809,S,STATE,,
1809 W 45TH ST,1809,W,45TH,ST,
1809 W ARMITAGE,1809,W,ARMITAGE,,
1809 W BERENICE,1809,W,BERENICE,,
1809 W CHASE,1809,W,CHASE,,
1809 W CONGRESS,1809,W,CONGRESS,,
1809 W HARRISON,1809,W,HARRISON,,
1809 W THOMAS,1809,W,THOMAS,,
1809 W WAVELAND,1809,W,WAVELAND,,
1809 W WINNEMAC,1809,W,WINNEMAC,,
180 E CHESTNUT,180,E,CHESTNUT,,
180 E DELAWARE,180,E,DELAWARE,,
180 E ERIE,180,E,ERIE,,
180 E HUBBARD,180,E,HUBBARD,,
180 E LAKE,180,E,LAKE,,
180 E LAKE SHORE DR,180,E,LAKE SHORE,DR,
180 E LAKE SHORE DRIVE,180,E,LAKE SHORE,DRIVE,
180 E LSD,180,E,LSD,,
180 E OAK,180,E,OAK,,
180 E OHIO,180,E,OHIO,,
180 E PEARSON,180,E,PEARSON,,
180 E SUPERIOR,180,E,SUPERIOR,,
180  LAKE SHORE DR,180,,LAKE SHORE,DR,
180 N BEAU BIEN CT,180,N,BEAU BIEN,CT,
180 N CICERO,180,N,CICERO,,
180 N CLINTON,180,N,CLINTON,,
180 N COUCH,180,N,COUCH,,
180 N DEARBORN,180,N,DEARBORN,,
180 N DESPLAINES,180,N,DESPLAINES,,
180 N FRANKLIN,180,N,FRANKLIN,,
180 N JEFFERSON,180,N,JEFFERSON,,
180 N LACROSSE,180,N,LACROSSE,,
180 N LASALLE,180,N,LASALLE,,
180 N STETSON,180,N,STETSON,,
180 N WABASH,180,N,WABASH,,
180 S LASALLE,180,S,LASALLE,,
180 W LAKE,180,W,LAKE,,
1810  55TH STRET,1810,,55TH STRET,,
1810 E 71ST PL,1810,E,71ST,PL,
1810 N BEAUBIEN CT,1810,N,BEAUBIEN,CT,
1810 N CENTRAL PK,1810,N,CENTRAL PK,,
1810 N DAYTON,1810,N,DAYTON,,
1810 N FRANCISCO,1810,N,FRANCISCO,,
1810 N HARRISON,1810,N,HARRISON,,
1810 N LOREL,1810,N,LOREL,,
1810 N RICHMOND,1810,N,RICHMOND,,
1810 S ASHLAND,1810,S,ASHLAND,,
1810 S CARPENTER,1810,S,CARPENTER,,
1810 S KILDARE,1810,S,KILDARE,,
1810 W 43RD ST,1810,W,43RD,ST,
1810 W 45TH ST,1810,W,45TH,ST,
1810 W 45TH STREE,1810,W,45TH STREE,,
1810 W 54TH,1810,W,54TH,,
1810 W ADDISON,1810,W,ADDISON,,
1810 W BELMONT,1810,W,BELMONT,,
1810 W CHICAGO AVE,1810,W,CHICAGO,AVE,
1810 W CONGRESS PARKWAY,1810,W,CONGRESS,PARKWAY,
1810 W DIVERSEY,1810,W,DIVERSEY,,
1810 W ELLEN,1810,W,ELLEN,,
1810 W HARRISON,1810,W,HARRISON,,
1810 W JACKSON,1810,W,JACKSON,,
1810 W LELAND,1810,W,LELAND,,
1810 W MONTROSE AVE,1810,W,MONTROSE,AVE,
1811 E 87TH ST,1811,E,87TH,ST,
1811 N CLARK,1811,N,CLARK,,
1811 N CLEVELAND,1811,N,CLEVELAND,,
1811 N GRACE,1811,N,GRACE,,
1811 N KEDZIE,1811,N,KEDZIE,,
1811 N MAYFIELD,1811,N,MAYFIELD,,
1811 N SPRINGFIELD,1811,N,SPRINGFIELD,,
1811  PEORIA,1811,,PEORIA,,
1811 S BLUE ISLAND,1811,S,BLUE,ISLAND,
1811 S FAIRFIELD,1811,S,FAIRFIELD,,
1811 S KOMENSKY,1811,S,KOMENSKY,,
1811 S LEAVITT,1811,S,LEAVITT,,
1811 S MAY,1811,S,MAY,,
1811 W 47TH STREET,1811,W,47TH,STREET,
1811 W 51ST,1811,W,51ST,,
1811 W ARMITAGE,1811,W,ARMITAGE,,
1811 W CONGRESS PKWY,1811,W,CONGRESS,PKWY,
1811 W GREENLEAF,1811,W,GREENLEAF,,
1812 N BURLING,1812,N,BURLING,,
1812 N LUNA,1812,N,LUNA,,
1812 N ROCKWELL,1812,N,ROCKWELL,,
1812 N WELLS,1812,N,WELLS,,
1812 S ASHLAND,1812,S,ASHLAND,,
1812 S CALUMET,1812,S,CALUMET,,
1812 S JEFFERSON,1812,S,JEFFERSON,,
1812 S PAULINA,1812,S,PAULINA,,
1812 S STATE,1812,S,STATE,,
1812 S WOOD,1812,S,WOOD,,
1812 W 45ST,1812,W,45ST,,
1812 W 47TH,1812,W,47TH,,
1812 W CONGRESS,1812,W,CONGRESS,,
1812 W CONGRESS PKWY,1812,W,CONGRESS,PKWY,
1812 W CULLERTON,1812,W,CULLERTON,,
1812 W FARWELL,1812,W,FARWELL,,
1812 W GRAND,1812,W,GRAND,,
1812 W HARRISON,1812,W,HARRISON,,
1812 W HURON,1812,W,HURON,,
1812 W SUPERIOR,1812,W,SUPERIOR,,
1813 N CLARK,1813,N,CLARK,,
1813 N DAYTON,1813,N,DAYTON,,
1813 N DRAKE,1813,N,DRAKE,,
1813 N FAIRFIELD,1813,N,FAIRFIELD,,
1813 N SEDGWICK,1813,N,SEDGWICK,,
1813 N ST LOUIS,1813,N,ST LOUIS,,
1813 N STOCKTON,1813,N,STOCKTON,,
1813 N TRIPP,1813,N,TRIPP,,
1813 S ASHLAND,1813,S,ASHLAND,,
1813 S CALUMET,1813,S,CALUMET,,
1813 S INDIANA,1813,S,INDIANA,,
1813 S OAKLEY,1813,S,OAKLEY,,
1813 W 34TH PL,1813,W,34TH,PL,
1813 W AUGUSTA BOULEVARD,1813,W,AUGUSTA,BOULEVARD,
1813 W CONGRESS,1813,W,CONGRESS,,
1813 W CONGRESS PARKWAY,1813,W,CONGRESS,PARKWAY,
1813 W NEWPORT,1813,W,NEWPORT,,
1813 W NORTH,1813,W,NORTH,,
18143  46TH ST,18143,,46TH,ST,
1814 N HUDSON,1814,N,HUDSON,,
1814 N KEYSTONE,1814,N,KEYSTONE,,
1814 N MASON,1814,N,MASON,,
1814 N PAULINA,1814,N,PAULINA,,
1814 N WHIPPLE,1814,N,WHIPPLE,,
1814 N WILLMOTT,1814,N,WILLMOTT,,
1814 N WILMOT,1814,N,WILMOT,,
1814 W CONGRESS PARKWAY,1814,W,CONGRESS,PARKWAY,
1814 W HENDERSON,1814,W,HENDERSON,,
1814 W JACKSON,1814,W,JACKSON,,
1814 W NORTH,1814,W,NORTH,,
1814 W SAWYER,1814,W,SAWYER,,
1815  FOSTER,1815,,FOSTER,,
1815 N CLARK,1815,N,CLARK,,
1815 N CLYBOURN,1815,N,CLYBOURN,,
1815 N HONORE,1815,N,HONORE,,
1815 N HOWE,1815,N,HOWE,,
1815 N MARSHFIELD,1815,N,MARSHFIELD,,
1815 N SEDGWICK,1815,N,SEDGWICK,,
1815 N SHEFFIELD,1815,N,SHEFFIELD,,
